Time,ssid,bssid,sec,channel,rssi
09:54:21,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-33
09:54:21,INRIA-guest,b'<Q\x0e^\x83\xa2',0,1,-67
09:54:21,eduroam,b'l1\x0e\xbaT ',5,11,-68
09:54:21,INRIA-guest,"b'l1\x0e\xbaT""'",0,11,-68
09:54:21,INRIA-interne,b'l1\x0e\xbaT$',5,11,-68
09:54:21,INRIA,b'l1\x0e\xbaT#',0,11,-69
09:54:21,eduroam,b'<Q\x0e^\x83\xa0',5,1,-70
09:54:21,INRIA,b'<Q\x0e^\x83\xa3',0,1,-70
09:54:21,INRIA-interne,b'<Q\x0e^\x83\xa4',5,1,-70
09:54:21,INRIA-guest,"b'<Q\x0e^\x84""'",0,6,-84
09:54:21,eduroam,b'<Q\x0e^\x84 ',5,6,-85
09:54:23,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-37
09:54:23,INRIA-guest,"b'l1\x0e\xbaT""'",0,11,-69
09:54:23,INRIA-guest,b'<Q\x0e^\x83\xa2',0,1,-70
09:54:23,INRIA,b'l1\x0e\xbaT#',0,11,-70
09:54:23,eduroam,b'<Q\x0e^\x83\xa0',5,1,-71
09:54:23,INRIA,b'<Q\x0e^\x83\xa3',0,1,-71
09:54:23,INRIA-interne,b'<Q\x0e^\x83\xa4',5,1,-71
09:54:23,eduroam,b'l1\x0e\xbaT ',5,11,-71
09:54:23,INRIA-interne,b'l1\x0e\xbaT$',5,11,-71
09:54:23,INRIA,b'<Q\x0e^\x84#',0,6,-83
09:54:23,INRIA-guest,"b'<Q\x0e^\x84""'",0,6,-84
09:54:23,INRIA-interne,b'<Q\x0e^\x84$',5,6,-84
09:54:25,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-59
09:54:25,eduroam,b'l1\x0e\xbaT ',5,11,-70
09:54:25,INRIA-guest,"b'l1\x0e\xbaT""'",0,11,-70
09:54:25,INRIA,b'l1\x0e\xbaT#',0,11,-72
09:54:25,INRIA-interne,b'l1\x0e\xbaT$',5,11,-72
09:54:25,INRIA,b'<Q\x0e^\x84#',0,6,-83
09:54:25,eduroam,b'<Q\x0e^\x84 ',5,6,-86
09:54:25,INRIA-guest,"b'<Q\x0e^\x84""'",0,6,-86
09:54:25,INRIA-interne,b'<Q\x0e^\x84$',5,6,-86
09:54:25,lille.iot-lab,b'\x1c\xde\xa7\xe8V\xf0',3,4,-88
09:54:27,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-34
09:54:27,INRIA-guest,b'<Q\x0e^\x83\xa2',0,1,-68
09:54:27,INRIA,b'<Q\x0e^\x83\xa3',0,1,-70
09:54:27,eduroam,b'<Q\x0e^\x83\xa0',5,1,-71
09:54:27,INRIA-interne,b'<Q\x0e^\x83\xa4',5,1,-71
09:54:27,eduroam,b'l1\x0e\xbaT ',5,11,-73
09:54:27,INRIA-guest,"b'l1\x0e\xbaT""'",0,11,-73
09:54:27,INRIA,b'l1\x0e\xbaT#',0,11,-73
09:54:27,lille.iot-lab,b'\x1c\xde\xa7\xe8V\xf0',3,4,-88
09:54:29,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-39
09:54:29,eduroam,b'<Q\x0e^\x83\xa0',5,1,-70
09:54:29,INRIA-guest,b'<Q\x0e^\x83\xa2',0,1,-70
09:54:29,INRIA,b'<Q\x0e^\x83\xa3',0,1,-71
09:54:29,eduroam,b'<Q\x0e^\x84 ',5,6,-85
09:54:29,lille.iot-lab,b'\x1c\xde\xa7\xe8V\xf0',3,4,-86
09:54:31,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-40
09:54:31,INRIA-guest,"b'l1\x0e\xbaT""'",0,11,-68
09:54:31,INRIA,b'<Q\x0e^\x83\xa3',0,1,-70
09:54:31,INRIA-interne,b'l1\x0e\xbaT$',5,11,-70
09:54:31,eduroam,b'<Q\x0e^\x83\xa0',5,1,-71
09:54:31,INRIA-guest,b'<Q\x0e^\x83\xa2',0,1,-71
09:54:31,eduroam,b'l1\x0e\xbaT ',5,11,-71
09:54:31,INRIA,b'l1\x0e\xbaT#',0,11,-71
09:54:31,INRIA-interne,b'<Q\x0e^\x83\xa4',5,1,-72
09:54:31,lille.iot-lab,b'\x1c\xde\xa7\xe8V\xf0',3,4,-85
09:54:31,eduroam,b'<Q\x0e^\x84 ',5,6,-85
09:54:33,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-40
09:54:33,INRIA,b'<Q\x0e^\x83\xa3',0,1,-71
09:54:33,eduroam,b'<Q\x0e^\x83\xa0',5,1,-72
09:54:33,INRIA-guest,b'<Q\x0e^\x83\xa2',0,1,-72
09:54:33,INRIA-interne,b'<Q\x0e^\x83\xa4',5,1,-72
09:54:33,eduroam,b'l1\x0e\xbaT ',5,11,-72
09:54:33,INRIA-guest,"b'l1\x0e\xbaT""'",0,11,-72
09:54:33,lille.iot-lab,b'\x1c\xde\xa7\xe8V\xf0',3,4,-84
09:54:33,INRIA-guest,"b'<Q\x0e^\x84""'",0,6,-91
09:54:33,eduroam,b'<Q\x0e^\x84 ',5,6,-92
09:54:35,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-43
09:54:35,INRIA-guest,"b'l1\x0e\xbaT""'",0,11,-69
09:54:35,eduroam,b'<Q\x0e^\x83\xa0',5,1,-71
09:54:35,INRIA-guest,b'<Q\x0e^\x83\xa2',0,1,-71
09:54:35,INRIA,b'<Q\x0e^\x83\xa3',0,1,-71
09:54:35,INRIA-interne,b'<Q\x0e^\x83\xa4',5,1,-71
09:54:35,eduroam,b'l1\x0e\xbaT ',5,11,-71
09:54:35,INRIA,b'l1\x0e\xbaT#',0,11,-71
09:54:35,INRIA-interne,b'l1\x0e\xbaT$',5,11,-71
09:54:35,lille.iot-lab,b'\x1c\xde\xa7\xe8V\xf0',3,4,-85
09:54:37,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-43
09:54:37,INRIA-guest,"b'l1\x0e\xbaT""'",0,11,-71
09:54:37,INRIA,b'l1\x0e\xbaT#',0,11,-71
09:54:37,INRIA-interne,b'l1\x0e\xbaT$',5,11,-71
09:54:37,INRIA-guest,b'<Q\x0e^\x83\xa2',0,1,-72
09:54:37,eduroam,b'<Q\x0e^\x83\xa0',5,1,-72
09:54:37,INRIA,b'<Q\x0e^\x83\xa3',0,1,-72
09:54:37,eduroam,b'l1\x0e\xbaT ',5,11,-72
09:54:37,INRIA-interne,b'<Q\x0e^\x83\xa4',5,1,-73
09:54:37,lille.iot-lab,b'\x1c\xde\xa7\xe8V\xf0',3,4,-85
09:54:39,iPhone,"b""\x86'\x99\x06\x19\xbf""",3,6,-39
09:54:39,INRIA-guest,b'<Q\x0e^\x83\xa2',0,1,-71
09:54:39,INRIA,b'<Q\x0e^\x83\xa3',0,1,-71
09:54:39,INRIA-interne,b'<Q\x0e^\x83\xa4',5,1,-71
09:54:39,eduroam,b'<Q\x0e^\x83\xa0',5,1,-72
09:54:39,INRIA-interne,b'l1\x0e\xbaT$',5,11,-72
09:54:39,eduroam,b'l1\x0e\xbaT ',5,11,-72
09:54:39,INRIA-guest,"b'l1\x0e\xbaT""'",0,11,-72
09:54:39,INRIA,b'l1\x0e\xbaT#',0,11,-72
09:54:39,lille.iot-lab,b'\x1c\xde\xa7\xe8V\xf0',3,4,-84
